"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"PC-000290","Provisioning Center - License","Gage Cannabis Company","1551 Academy ST, Ferndale MI 48220","07/18/2023","Active","Approved",,
"PC-000281","Provisioning Center - License","Skymint","8474 S Mason DR, Newaygo MI 49337","10/18/2022","Closed","Approved",,
"PC-000286","Provisioning Center - License","QPS 20327 Groesbeck LLC","20327 Groesbeck HWY, Detroit MI 48205","07/15/2020","Closed","Approved",,
"ERG-000998","Entity Prequalification","RDJD Enterprises, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000301","Provisioning Center - License","Freddie's","10092 N Dort HWY Suite B, Clio MI 48420","07/15/2021","Closed","Approved","Public Documents Available",
"ERG-001523","Entity Prequalification","Exclusive Healing, Inc",,"12/31/2099","Active - Main Applicant",,,
"ERG-001319","Entity Prequalification","Lake Life Farms, Inc",,"12/31/2099","Active - Main Applicant",,,
"ERG-001423","Entity Prequalification","H & F Enterprises LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000093","Class C Grower – License","Fluresh LLC","1751 West Beecher ST, Adrian MI 49221","07/16/2023","Active",,"Public Documents Available",
"GR-C-000092","Class C Grower – License","Fluresh LLC","1751 West Beecher ST, Adrian MI 49221","07/16/2023","Active",,"Public Documents Available",
"GR-C-000091","Class C Grower – License","Fluresh LLC","1751 West Beecher ST, Adrian MI 49221","07/16/2023","Active",,"Public Documents Available",
"PC-000185","Provisioning Center - License","Bella Sol Wellness Centers of Michigan, LLC","1839 Peck ST Suite B, Muskegon MI 49441","07/12/2023","Active","Approved","Public Documents Available",
"PC-000130","Provisioning Center - License","Herbal Healing of River Rouge LLC","261 Burke ST, River Rouge MI 48218","07/09/2020","Closed","Approved",,
"PC-000041","Provisioning Center - License","Erba Care, LLC","8680 E Eight Mile Rd, Detroit MI 48234","07/09/2020","Closed",,,
"PC-000036","Provisioning Center - License","Third Coast of Ypsilanti, LLC","19 N. Hamilton ST, Ypsilanti MI 48197","07/08/2020","Closed",,,
"ERG-001482","Entity Prequalification","East to West Management LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001629","Entity Prequalification","Blumfield Secure Transport, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-001688","Entity Prequalification","Michigan Investments 10 Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-001719","Entity Prequalification","Harper Ventures LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001432","Entity Prequalification","Battle Spring LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001646","Entity Prequalification","Securecann II, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000700","Entity Prequalification","Redbud Roots Lab II, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001630","Entity Prequalification","City Farm Warren, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001582","Entity Prequalification","Vida Farms, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000141","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000140","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"GR-C-000139","Class C Grower – License","LivWell Enlightened Health","21550 Hoover RD, Warren MI 48089","07/02/2023","Active",,"Public Documents Available",
"PR-000077","Processor - License","Glorious Cannabis Company","2497 E Huron RD, Au Gres MI 48703","09/10/2023","Active",,"Public Documents Available",
"GR-C-000292","Class C Grower – License","Glorious Cannabis Company","1541 E Huron RD, Au Gres MI 48703","09/10/2022","Closed",,,
"ERG-001521","Entity Prequalification","G2 Developments of Michigan LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001396","Entity Prequalification","Zenyo LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000294","Provisioning Center - License","Skymint, LLC","4330 Wilder RD, Bay City MI 48706","07/02/2020","Closed","Approved",,
"ERG-001541","Entity Prequalification","MLKJ Ventures, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001641","Entity Prequalification","Total Essence, LLC",,"12/31/2099","Active - Main Applicant",,,
"ST-000023","Secure Transporter - License","AFA Secured Transporter LLC","4110 Pier North BLVD Suite B, Mount Morris Township MI 48458","06/28/2021","Closed",,,
"GR-C-000287","Class C Grower – License","A2BG LLC","520 Hammontree DR Suite B, Morenci MI 49256","06/28/2021","Closed",,"Public Documents Available",
"PC-000298","Provisioning Center - License","Liv Wellness","2625 Hilton RD Suite 100, Ferndale MI 48220","06/28/2022","Closed",,"Public Documents Available",
"PC-000287","Provisioning Center - License","Terp Town Inc","2807 S. Huron RD, Kawkawlin MI 48631","06/28/2020","Closed",,,
"PC-000267","Provisioning Center - License","The Remeddi Station","302 E Huron AVE, Vassar MI 48768","02/21/2024","Active","Approved","Public Documents Available",
"ERG-001625","Entity Prequalification","Centennial Logistics, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001627","Entity Prequalification","Kenai Red Group, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001264","Entity Prequalification","Macejko Industries, LLC",,"12/02/2023","Active - Main Applicant",,,
"ERG-001623","Entity Prequalification","OTEAL2 LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000699","Entity Prequalification","Green Mitten Pharms, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000293","Provisioning Center - License","Green Buddha of Ferndale","1921 Hilton RD, Ferndale MI 48220","06/27/2023","Active","Approved","Public Documents Available",
"ERG-001550","Entity Prequalification","Apollo Organics, Inc.",,"12/16/2023","Active - Main Applicant",,,
"ERG-001552","Entity Prequalification","Flint Flower of Life, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000351","Entity Prequalification","Huntington Valley Ventures, Inc.",,"12/31/2099","Active - Main Applicant",,,
"PC-000269","Provisioning Center - License","Green Cross","14239 West Eight Mile RD, Detroit MI 48235","06/18/2021","Closed","Approved",,
"PC-000073","Provisioning Center - License","Edgewood Wellness LLC","134 E. Edgewood BLVD, Lansing MI 48911","06/21/2022","Closed",,"Public Documents Available",
"ERG-001202","Entity Prequalification","DNA Distribution LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000538","Entity Prequalification","Edgewood Wellness LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001539","Entity Prequalification","420 Medz, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001526","Entity Prequalification","Future Trust Transport L.L.C.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000820","Entity Prequalification","Bella Sol Wellness Centers of Michigan, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001454","Entity Prequalification","Liberty Wellness, LLC",,"12/21/2023","Active - Main Applicant",,,
"ERG-001420","Entity Prequalification","Cherry Industries, LLC",,"11/16/2023","Active - Main Applicant",,,
"GR-A-000018","Class A Grower – License","PM Growers LLC","707 Industrial Park DR, Bangor MI 49013","06/14/2022","Closed",,"Public Documents Available",
"PC-000258","Provisioning Center - License","Consano","309 W Michigan ST, Mt Pleasant MI 48858","06/14/2022","Closed","Approved",,
"GR-A-000027","Class A Grower – License","Ground Control Michigan LLC","130 Hastings CT, Bangor MI 49013","06/14/2022","Closed",,"Public Documents Available",
"PC-000278","Provisioning Center - License","Southwest Meds","6237 Federal ST, Detroit MI 48209","04/25/2023","Active","Approved","Public Documents Available",
"GR-B-000001","Class B Grower – License","Mitten Canna Co.","3734 Commerce ST, Jackson MI 49203","06/12/2021","Closed",,,
"PC-000265","Provisioning Center - License","Curaleaf","2732 Jackson AVE, Ann Arbor MI 48103","06/07/2023","Active","Approved","Public Documents Available",
"ST-000008","Secure Transporter - License","Green Express Transport! LLC","3110 Turner St Suite F, Lansing MI 48906","02/05/2021","Closed",,"Public Documents Available",
"PC-000158","Provisioning Center - License","Greenways Provisioning Center","4568 M 30, Beaverton MI 48612","06/13/2023","Active","Approved",,
"PC-000125","Provisioning Center - License","Green Pharm Detroit","2619 S. Schaefer HWY, Detroit MI 48217","06/10/2023","Active","Approved","Public Documents Available",
"ERG-001554","Entity Prequalification","RKD Ventures, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001490","Entity Prequalification","BGL 2 Inc",,"12/31/2099","Active - Main Applicant",,,
"ERG-001529","Entity Prequalification","PDS Ventures, LLC",,"08/02/2023","Active - Main Applicant",,,
"ERG-000563","Entity Prequalification","Pure Van Dyke, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001536","Entity Prequalification","K Farm Organics, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000570","Entity Prequalification","WRD Properties I, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001246","Entity Prequalification","KJK Holdings LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001531","Entity Prequalification","Living Well Laboratories, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001105","Entity Prequalification","JSJ Growing LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001037","Entity Prequalification","Pure, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001398","Entity Prequalification","313 MI Ventures, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000622","Entity Prequalification","Little Finger Farms, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000018","Class C Grower – License","Healing Organic Garden L.L.C.","6683 Cannon Center DR, Rockford MI 49341","06/07/2022","Closed",,"Public Documents Available",
"PC-000191","Provisioning Center - License","Curaleaf","133 West Monroe ST, Bangor MI 49013","06/07/2023","Active","Approved","Public Documents Available",
"PC-000275","Provisioning Center - License","The Pure Lapeer, LLC","1330 Imlay City RD Unit A-D, Lapeer MI 48446","06/06/2023","Active","Approved",,
"SC-000009","Safety Compliance - License","Viridis Laboratories, LLC","2827 E. Saginaw ST, Lansing MI 48912","06/05/2023","Active",,"Public Documents Available",
"ST-000021","Secure Transporter - License","Martransco Inc","812 Filley ST Suite C, Lansing MI 48906","06/04/2023","Active",,,
"PC-000116","Provisioning Center - License","House of Zen","14501 Mack AVE, Detroit MI 48215","06/03/2023","Active","Approved","Public Documents Available",
"PC-000143","Provisioning Center - License","Green Guild Inc.","160 N. Washington ST, Constantine MI 49042","06/01/2020","Closed",,"Public Documents Available",
"ERG-000178","Entity Prequalification","No Limit Investment Group LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001465","Entity Prequalification","Wish Pontiac, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000873","Entity Prequalification","Blue Sapphire Enterprises LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000776","Entity Prequalification","RJB Enterprises LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000335","Entity Prequalification","Country Boy Farms, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001595","Entity Prequalification","Helios I LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001062","Entity Prequalification","Kassab Investments, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000921","Entity Prequalification","Refine Michigan Co.",,"12/31/2099","Active - Main Applicant",,,
"ERG-001101","Entity Prequalification","Chronic City, LLC",,"01/11/2024","Active - Main Applicant",,,
"ERG-000885","Entity Prequalification","Pure X, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000939","Entity Prequalification","Smart Meds, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001351","Entity Prequalification","KISA Enterprises MI Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000223","Entity Prequalification","House of Zen Care Center, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000086","Class C Grower – License","Narvona","4403 Clio RD Unit 1, Flint MI 48504","05/28/2020","Closed",,,
"GR-C-000085","Class C Grower – License","Narvona","4403 Clio RD Unit 1, Flint MI 48504","05/28/2020","Closed",,,
"GR-C-000084","Class C Grower – License","Narvona","4403 Clio RD Unit 1, Flint MI 48504","05/28/2021","Closed",,"Public Documents Available",
"GR-C-000083","Class C Grower – License","Narvona","4403 Clio RD Unit 1, Flint MI 48504","05/28/2021","Closed",,"Public Documents Available",
"GR-C-000082","Class C Grower – License","Narvona","4403 Clio RD Unit 1, Flint MI 48504","05/28/2023","Active",,"Public Documents Available",
"GR-C-000081","Class C Grower – License","Narvona","4403 Clio RD Unit 1, Flint MI 48504","05/28/2021","Closed",,"Public Documents Available",
"GR-C-000276","Class C Grower – License","VB Chesaning","624 Brady ST, Chesaning MI 48616","05/29/2020","Closed",,,
"GR-C-000275","Class C Grower – License","VB Chesaning","624 Brady ST, Chesaning MI 48616","05/29/2020","Closed",,,
"GR-C-000274","Class C Grower – License","VB Chesaning","624 Brady ST, Chesaning MI 48616","05/29/2020","Closed",,,
"GR-C-000273","Class C Grower – License","VB Chesaning","624 Brady ST, Chesaning MI 48616","05/29/2020","Closed",,,
"GR-C-000272","Class C Grower – License","VB Chesaning","624 Brady ST, Chesaning MI 48616","05/29/2020","Closed",,,
"PC-000274","Provisioning Center - License","Consume","2401 W Genesee ST, Lapeer MI 48446","05/28/2023","Active","Approved","Public Documents Available",
"ERG-001176","Entity Prequalification","Bullit Properties, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001366","Entity Prequalification","Suhasons Investments LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000168","Provisioning Center - License","Corner Stone Wellness","3316 South Martin Luther King Jr. BLVD, Lansing MI 48910","05/30/2020","Closed",,,
"ERG-001125","Entity Prequalification","NTH Farms, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000169","Provisioning Center - License","Pure Options - Lansing Eastside","1900 East Kalamazoo ST, Lansing MI 48912","05/28/2022","Closed",,"Public Documents Available",
"ERG-001461","Entity Prequalification","M3 LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001409","Entity Prequalification","42 Degrees Processing, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000573","Entity Prequalification","Agronomos, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001612","Entity Prequalification","Med+Leaf LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001247","Entity Prequalification","Custom Genetics LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001418","Entity Prequalification","FPAW Michigan LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000181","Provisioning Center - License","Green Culture","808 South Center RD Suite D, Flint MI 48506","05/23/2023","Suspended","Approved","Public Documents Available",
"PC-000239","Provisioning Center - License","Bacco Farms, LLC","6200 N Dort HWY, Flint MI 48505","05/22/2022","Closed","Approved","Public Documents Available",
"ERG-000754","Entity Prequalification","Old School Organics, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000236","Provisioning Center - License","Releaf Center for Compassionate Care Chesaning","144 W Broad ST, Chesaning MI 48616","05/20/2023","Active","Approved","Public Documents Available",
"PC-000202","Provisioning Center - License","The Sweet Leaf","400 S Dort HWY, Flint MI 48503","05/24/2022","Closed",,"Public Documents Available",
"PC-000114","Provisioning Center - License","Weed Rx, LLC","600 West 7th ST, Evart MI 49631","05/24/2020","Closed",,,
"PC-000180","Provisioning Center - License","House of Dank 4","8600 East 8 Mile RD Suite 28, Detroit MI 48234","05/23/2023","Active","Approved","Public Documents Available",
"PC-000192","Provisioning Center - License","Caldwell 5540 LLC","5540 East 8 Mile RD, Detroit MI 48234","08/19/2020","Closed",,"Public Documents Available",
"PC-000178","Provisioning Center - License","House of Dank Michigan LLC","3340 E 8 Mile RD, Detroit MI 48234","05/20/2023","Active","Approved","Public Documents Available",
"ERG-000107","Entity Prequalification","TBJ Sweet Leaf LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000827","Entity Prequalification","DRS Choice Transport, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000486","Entity Prequalification","Green Sunrise Products LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000378","Entity Prequalification","Holistic Research Group Inc",,"12/31/2099","Active - Main Applicant",,,
"ERG-000960","Entity Prequalification","BRT Capital 3 LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000959","Entity Prequalification","BRT Capital 1, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001278","Entity Prequalification","Geoduck, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000083","Entity Prequalification","TJM Enterprises Services LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001313","Entity Prequalification","TheCalmic LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001363","Entity Prequalification","Hayat Quality Provisioning I, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-001403","Entity Prequalification","Muskegon Ventures LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001426","Entity Prequalification","Treetown Analytical, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001236","Entity Prequalification","HLF, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000261","Class C Grower – License","Primitiv","1230 Mason CT, Webberville MI 48892","05/13/2022","Closed",,"Public Documents Available",
"PC-000165","Provisioning Center - License","420 Factory, LLC","7555 Greenfield RD, Detroit MI 48228","05/16/2023","Active","Approved","Public Documents Available",
"PC-000090","Provisioning Center - License","Detroit Roots, Inc","12604 Jefferson, Detroit MI 48215","05/15/2020","Closed",,,
"ERG-001382","Entity Prequalification","J L Durk LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001279","Entity Prequalification","New Lyfe Michigan, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000111","Entity Prequalification","Green Labs, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000473","Entity Prequalification","House of Dank Michigan LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001191","Entity Prequalification","913, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000196","Class C Grower – License","Information Entropy I(X1)","21055 East M48, Detour MI 49725","05/17/2021","Closed",,,
"ERG-001379","Entity Prequalification","Malmedy LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000476","Entity Prequalification","WGL Industries, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000214","Entity Prequalification","Caldwell 5540 LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001324","Entity Prequalification","Cannrose, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-001408","Entity Prequalification","Nature's ReLeaf Burton, Inc.",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000303","Class C Grower – License","Red Arrow Farm","34280 56TH ST, Bangor MI 49013","05/13/2023","Active",,,
"GR-C-000302","Class C Grower – License","Red Arrow Farm","34280 56TH ST, Bangor MI 49013","05/13/2023","Active",,,
"GR-C-000277","Class C Grower – License","Red Arrow Farm","34280 56TH ST, Bangor MI 49013","05/13/2023","Active",,"Public Documents Available",
"ERG-000430","Entity Prequalification","GC Flint, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000911","Entity Prequalification","The Woods Cultivation LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000647","Entity Prequalification","420 Factory, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001048","Entity Prequalification","Trimed Sustainable Solution LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001170","Entity Prequalification","The Releaf Center LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001049","Entity Prequalification","The Releaf Center of Niles LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001228","Entity Prequalification","TRCOL of Niles LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000679","Entity Prequalification","TRC Lapeer LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001317","Entity Prequalification","BVH LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000580","Entity Prequalification","SBCMI LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000643","Entity Prequalification","SPMI LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000347","Entity Prequalification","OakPharma, LLC",,"08/24/2023","Active - Main Applicant",,,
"ERG-000766","Entity Prequalification","First Property Holdings, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001164","Entity Prequalification","Botanical Biologics, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001287","Entity Prequalification","Terrapin Investment Fund III, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001341","Entity Prequalification","Motor City Oasis LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000004","Provisioning Center - License","Riverside Provisioning Grayling","11845 M 72 HWY, Grayling MI 49738","05/10/2021","Closed","Approved",,
"PC-000268","Provisioning Center - License","New Standard Exit 9","12261 Cleveland ST Suite 1, Nunica MI 49448","05/09/2023","Active",,"Public Documents Available",
"PC-000177","Provisioning Center - License","New Standard Park Place","1922 Park ST Suite A, Muskegon MI 49441","05/09/2023","Active","Approved","Public Documents Available",
"ERG-001210","Entity Prequalification","CP Investment Group, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000442","Entity Prequalification","818 Terminal Road, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001387","Entity Prequalification","Trucenta, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001416","Entity Prequalification","Capital City LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001438","Entity Prequalification","Carbidex LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001437","Entity Prequalification","The Tawas Botanical CO., LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001069","Entity Prequalification","C Possibilities LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001193","Entity Prequalification","Big Rock Corp.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000804","Entity Prequalification","Ground Control Michigan LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000872","Entity Prequalification","B + B LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000775","Entity Prequalification","DLG & Associates, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001074","Entity Prequalification","Holland Farms, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000875","Entity Prequalification","Franckart Lapeer LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001029","Entity Prequalification","RGR Industries Inc.",,"12/21/2023","Active - Main Applicant",,,
"ERG-001322","Entity Prequalification","River Flats Ag., L.L.C.",,"12/31/2099","Active - Main Applicant",,,
"ERG-001235","Entity Prequalification","Highwire Farms LLC",,"01/09/2024","Active - Main Applicant",,,
"ST-000017","Secure Transporter - License","Greenline Express","573 South Maple RD, Ann Arbor MI 48103","05/06/2023","Active",,,
"PC-000160","Provisioning Center - License","Pure Options - Lansing Northside","2905 North East ST, Lansing MI 48906","05/01/2023","Active",,"Public Documents Available",
"ERG-000440","Entity Prequalification","N-East Services, LLC","MI","12/31/2099","Active - Main Applicant",,,
"PC-000167","Provisioning Center - License","Pure Options - Lansing South","5815 S Pennsylvania AVE, Lansing MI 48911","05/01/2023","Active","Approved","Public Documents Available",
"ERG-000443","Entity Prequalification","HQ3 Enterprises, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000439","Entity Prequalification","PG Manufacturing, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000068","Class C Grower – License","Medical Greens Inc.","1204 West US 2 HWY, Germfask MI 49836","05/02/2023","Active",,"Public Documents Available",
"PR-000069","Processor - License","Lion Labs Ltd.","4800 North Grand River AVE, Lansing MI 48906","05/01/2024","Active",,"Public Documents Available",
"GR-C-000286","Class C Grower – License","Pharmaco, Inc.","1680 Marquette Avenue, Bay City MI 48706","02/21/2024","Active",,"Public Documents Available",
"ERG-001012","Entity Prequalification","NOBO Michigan LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000273","Provisioning Center - License","Puff Cannabis Company","1680 Marquette ST Suite A, Bay City MI 48706","05/01/2024","Active","Approved","Public Documents Available",
"ERG-000632","Entity Prequalification","Rehbel Industries LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001365","Entity Prequalification","American Medical Marijuana Company, LLC",,"11/18/2023","Active - Main Applicant",,,
"ERG-001151","Entity Prequalification","GrassRootsMI, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001196","Entity Prequalification","Detroit Natural Selections Enterprises, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000211","Entity Prequalification","S & S Holistic Services, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001139","Entity Prequalification","BBJSJennings Enterprises LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000350","Entity Prequalification","Green Square Holdings LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000864","Entity Prequalification","Fresh Coast Provisioning, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001004","Entity Prequalification","TAS Asset Holdings, LLC",,"03/20/2024","Active - Main Applicant",,,
"ERG-001218","Entity Prequalification","Greenhouse Farms Albion 1, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000878","Entity Prequalification","Davidson-Putman, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000568","Entity Prequalification","CS Holding Page Ave, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-000832","Entity Prequalification","Lucky Buds, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-000937","Entity Prequalification","Root Weaver, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001381","Entity Prequalification","200 Euclid LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001070","Entity Prequalification","Southeast Provisioning Center, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-001311","Entity Prequalification","Loud Labs of Michigan LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000023","Provisioning Center - License","The Refinery Detroit","12641 Stout ST, Detroit MI 48223","04/25/2023","Active","Approved","Public Documents Available",
"ERG-000158","Entity Prequalification","Brightmoore Gardens, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000146","Provisioning Center - License","Detroit Compassion","14917 Gratiot AVE, Detroit MI 48205","04/25/2020","Closed",,,
"PC-000228","Provisioning Center - License","Aficannado","2918 Blue Star HWY, Douglas MI 49406","04/25/2023","Closed",,,
"ERG-001102","Entity Prequalification","D. C. Consulting Services, Inc.",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000260","Class C Grower – License","Sapphire Farms","24685 County Road 681, Arlington MI 49013","04/25/2023","Active",,,
"ST-000015","Secure Transporter - License","Griffin Secure Transport LLC","41225 Production DR, Harrison Township MI 48045","04/25/2022","Closed",,,
"GR-C-000283","Class C Grower – License","Dragonfly Vega","26980 County Road 215, Arlington MI 49013","04/25/2023","Active",,,
"GR-C-000282","Class C Grower – License","Dragonfly Vega","26980 County Road 215 Unit 1, Arlington MI 49013","04/25/2022","Closed",,,
"ERG-001050","Entity Prequalification","DKB2, LLC",,"01/12/2024","Active - Main Applicant",,,
"PC-000052","Provisioning Center - License","Common Citizen","310 South Averill AVE, Flint MI 48506","04/24/2023","Closed","Approved","Public Documents Available",
"PC-000250","Provisioning Center - License","Homegrown Cannabis Co.","5025 South Pennsylvania AVE, Lansing MI 48910","04/25/2023","Active","Approved",,
"GR-C-000245","Class C Grower – License","Dragonfly Vega","26980 County Road 215 Unit 1, Arlington MI 49013","04/25/2022","Closed",,,
"PC-000248","Provisioning Center - License","The River","101 N Front ST Suite A, Chesaning MI 48616","04/25/2023","Active","Approved","Public Documents Available",
"GR-C-000231","Class C Grower – License","Dragonfly Apollo","24685 County Road 681 Suite 2, Arlington MI 49013","04/25/2020","Closed",,"Public Documents Available",
"PC-000069","Provisioning Center - License","Zen Leaf Buchanan","259 E Front ST, Buchanan MI 49107","04/25/2024","Active","Approved",,
"GR-C-000230","Class C Grower – License","Dragonfly Apollo","24685 County Road 681 Suite 2, Arlington MI 49013","04/25/2020","Closed",,"Public Documents Available",
